-56 45
-58.0333 44.1667
-58.0333 44.1667
-58.1498 44.1417
-58.15 44.1417
-58.1503 44.1417
-58.2583 44.1004
-58.2584 44.1
-58.2583 44.0999
-58.3833 44.0323
-58.3834 44.0333
-58.3833 44
-58.3833 44
-58.4583 43.9834
-58.4586 43.9833
-58.5 43.9667
-58.5001 43.9667
-58.5 43.9666
-59.0249 43.6667
-59.025 43.6667
-59.0251 43.6667
-59.2146 43.6083
-59.2167 43.6084
-59.2169 43.6083
-59.3499 43.5833
-59.35 43.5834
-59.7583 43.5251
-59.7584 43.525
-59.875 43.4417
-59.8751 43.4417
-59.9661 43.4167
-59.9667 43.4164
-59.9673 43.4167
-60.9583 43.1333
-60.9583 43.1333
-61.3582 43.1
-61.3583 43.1
-61.3585 43.1
-61.4313 43.05
-61.4333 43.0501
-61.4335 43.05
-61.6417 42.875
-61.6417 42.875
-62.0333 42.8084
-62.0333 42.8084
-62.8053 42.7667
-62.8083 42.7669
-63.2667 42.7168
-63.267 42.7167
-63.425 42.6834
-63.4257 42.6833
-63.8417 42.6503
-63.8433 42.65
-64.3 42.5917
-64.3 42.5917
-68 42
-66 44
-61 47
-60 48
-56 45
