-60.18372 47.46135
-59.85229 47.37807
-59.52086 47.11634
-58.92014 46.66425
-58.31943 46.24786
-58.00872 45.86716
-57.408 45.21283
-57.01443 44.70126
-57.03514 44.5466
-57.18014 44.36814
-57.51157 44.27297
-57.82229 44.154
-58.34014 43.99934
-58.60943 43.79709
-58.79586 43.72571
-59.23086 43.58294
-59.583 43.48777
-59.93515 43.3807
-60.18372 43.30931
-60.598 43.24983
-61.21943 43.04758
-61.63372 43.01189
-61.69586 43.11896
-61.67515 43.3688
-61.61301 43.59484
-61.50943 43.71381
-60.86729 43.78519
-60.57729 43.86847
-60.39086 43.93985
-60.888 43.93985
-61.48872 43.92796
-62.23443 43.96365
-62.60729 43.89226
-62.95944 43.95175
-63.04229 44.09451
-63.22872 43.93985
-63.64301 43.7614
-63.91229 43.59484
-64.24372 43.49966
-64.38872 43.3807
-64.20229 43.20224
-64.55444 43.04758
-64.82372 42.91671
-65.0723 42.84533
-65.44515 42.85723
-65.81801 42.88102
-65.90087 43.01189
-65.81801 43.19034
-65.44515 43.32121
-65.0723 43.58294
-64.67872 43.84468
-64.53372 44.03503
-64.34729 44.20159
-64.22301 44.36814
-64.03658 44.47522
-63.66372 44.5228
-63.51872 44.5466
-63.31158 44.58229
-62.95944 44.64177
-62.46229 44.80833
-62.06872 44.9392
-61.53015 45.08196
-61.40586 45.17714
-61.24015 45.24852
-61.36443 45.37938
-61.30229 45.48646
-61.05372 45.56973
-60.43229 45.78388
-59.97657 45.92664
-59.74872 46.05751
-59.64515 46.12889
-59.93515 46.21217
-60.24586 46.27166
-60.57729 46.39062
-60.63943 46.60477
-60.51515 46.68805
-60.55658 46.96168
-60.57729 47.24721
-60.24586 47.42566
