-65.693	47.95
-65.249	47.985
-64.954	48.069
-64.745	48.207
-64.45	48.38
-64.279	48.404
-64.186	48.509
-64.218	48.588
-64.148	48.604
-64.164	48.658
-64.327	48.761
-64.308	48.767
-64.172	48.749
-64.007	48.815
-63.438	48.765
-63.135	48.672
-63.144	48.513
-61.132	47.975
-61.132	47.904
-61.458	47.991
-61.63	47.902
-62.054	47.755
-62.46	47.396
-62.453	47.227
-62.329	47.056
-62.159	46.93
-61.943	46.874
-61.501	46.928
-61.021	47.448
-60.732	47.488
-61.656	46.472
-62.17	46.729
-62.41	46.66
-63.277	46.818
-63.587	46.925
-63.587	47.136
-63.899	47.212
-64.089	47.137
-64.301	47.221
-64.459	47.343
-64.454	47.571
-64.421	47.707
-64.197	47.896
-64.039	47.989
-63.947	48.154
-64.162	48.259
-64.439	48.142
-64.821	47.915
-65.103	47.865
-65.653	47.84
-65.693	47.95
